"is_active","new_spending","Coupon","Male","ActiveDays","Spending"
1,14.8,1,0,2,24.28
0,0,1,1,1,21.12
1,25.82,0,0,2,40.34
0,0,1,1,1,9.15
0,0,0,1,2,35.34
0,0,0,0,1,27.34
0,0,0,1,2,41.26
0,0,0,1,0,0
0,0,1,1,0,0
1,31.75,1,1,1,21.76
0,0,1,1,0,0
1,4.83,0,1,2,18.8
0,0,0,1,0,0
0,0,0,0,1,15.3
0,0,0,1,2,35.7
0,0,1,0,0,0
0,0,1,0,1,23.68
0,0,1,1,0,0
1,19.64,0,1,3,66.99
0,0,0,1,1,30.13
0,0,0,0,1,20.1
0,0,0,0,1,22.78
0,0,0,1,1,16.6
0,0,0,1,1,10.26
0,0,0,0,1,14.63
1,28.94,0,0,1,20.69
1,5.46,1,0,2,13.16
0,0,0,0,1,15.65
0,0,0,0,1,22.94
0,0,1,0,1,14.69
0,0,0,1,2,31.44
0,0,0,0,2,48.66
0,0,1,0,1,21.49
1,12.27,0,1,1,23.64
0,0,0,0,2,44.34
0,0,0,1,1,29.11
1,6.84,0,1,3,30.48
0,0,0,0,2,41.92
0,0,0,1,1,13.53
0,0,0,0,1,20.59
1,15.02,1,0,1,5.94
0,0,0,0,1,18.03
1,11.93,0,0,1,12.64
0,0,1,0,1,15.77
1,14.58,1,0,1,14.33
0,0,1,1,1,19.75
0,0,1,1,0,0
0,0,0,1,2,48.54
1,20.25,1,0,0,0
0,0,0,0,1,26.66
0,0,0,0,2,54.56
0,0,1,1,3,83.25
0,0,1,1,0,0
1,27.38,0,0,2,35.04
0,0,1,1,1,18.27
0,0,1,0,1,23.15
0,0,1,0,0,0
0,0,0,1,1,17.48
1,36.5,0,1,1,35.02
1,15.19,0,0,4,66.48
0,0,1,1,1,20.57
0,0,0,0,1,15.93
0,0,0,0,3,37.62
0,0,1,1,1,9.91
0,0,1,0,0,0
1,19.92,0,0,2,46.02
1,17.17,1,0,1,10.65
0,0,0,0,0,0
1,25.55,1,1,0,0
0,0,0,1,3,61.14
1,28.66,0,1,1,23.45
0,0,1,1,1,18.91
0,0,1,1,1,28.07
1,17.31,0,0,2,44.02
0,0,1,0,0,0
0,0,0,0,2,28.82
0,0,0,1,1,22.81
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,2,29.12
0,0,1,1,1,31.04
0,0,0,0,2,62.88
0,0,0,0,2,21.82
1,11.37,1,0,3,37.71
0,0,0,1,1,19.99
0,0,0,0,4,119.76
1,15.67,0,1,3,68.94
0,0,0,1,3,47.52
0,0,1,1,1,24.45
0,0,1,0,0,0
0,0,0,1,1,11.48
0,0,0,0,3,42.57
0,0,1,1,1,16.95
0,0,1,0,1,20.65
1,28.86,0,1,3,77.22
0,0,0,0,0,0
0,0,1,1,0,0
1,18.05,0,1,1,22.96
0,0,1,1,0,0
0,0,0,0,1,23.05
0,0,1,0,1,3.63
0,0,1,1,1,24.94
0,0,0,0,1,22.28
0,0,1,0,1,17.93
0,0,0,0,2,51.64
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,1,1,25.03
0,0,1,0,1,27.7
1,19.45,0,1,3,61.92
0,0,1,0,0,0
0,0,0,0,2,50.9
1,21.96,1,1,1,15.63
0,0,0,0,2,34.64
1,16.34,0,1,2,43
1,12.58,0,0,2,37.86
0,0,1,0,1,20.13
0,0,0,0,3,90.99
0,0,0,0,1,19.06
1,18.14,0,0,2,27.08
0,0,0,0,1,15.69
1,33.96,0,0,4,144.32
1,24.31,1,1,2,25.1
0,0,0,0,1,22.64
0,0,1,1,1,14.39
0,0,1,1,2,36.72
0,0,1,0,0,0
0,0,0,0,2,29.04
0,0,1,1,1,15.27
0,0,0,1,2,54.26
0,0,0,1,2,43.12
1,36.96,0,0,2,70.56
0,0,1,0,0,0
0,0,0,1,1,27.65
0,0,1,0,0,0
0,0,1,0,1,26.16
0,0,1,0,1,17.18
0,0,0,0,1,26.47
0,0,0,0,2,40.84
0,0,1,0,1,26.6
0,0,1,0,0,0
0,0,1,1,1,27.24
0,0,0,1,3,77.31
1,24.64,0,1,2,49.26
0,0,1,1,1,15.87
0,0,1,0,1,12.78
0,0,0,0,1,3.34
0,0,1,1,1,15.51
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,1,1,23.01
0,0,1,0,0,0
0,0,0,1,2,32.52
0,0,0,0,0,0
0,0,0,1,2,29.1
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,1,0,0
1,28.81,1,0,1,24.72
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,1,20.43
0,0,1,0,0,0
0,0,1,0,1,13.55
0,0,0,1,2,51.14
0,0,0,1,3,49.05
0,0,0,0,1,20.18
0,0,0,0,2,31.26
0,0,0,1,2,50.94
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,1,26.46
1,7.29,0,1,2,26.3
0,0,1,1,0,0
0,0,1,1,1,15.69
0,0,0,1,2,27.04
0,0,0,0,2,25.02
0,0,0,0,2,64.3
0,0,0,0,1,19.74
0,0,0,1,3,87.3
0,0,1,0,1,8.55
1,7.17,0,1,3,31.14
0,0,0,0,5,113.95
0,0,0,1,1,11.75
0,0,1,1,0,0
0,0,0,1,0,0
1,21.02,0,0,2,35.28
0,0,1,1,0,0
0,0,0,0,2,48.82
0,0,1,1,0,0
0,0,0,1,2,45.22
0,0,1,1,0,0
0,0,1,1,0,0
1,13.35,0,0,3,61.47
0,0,0,1,1,7.14
1,18.39,0,0,1,20.23
0,0,0,1,1,25.29
1,18.64,0,1,3,57.12
0,0,1,0,2,65.56
0,0,0,0,1,26.63
1,24.35,0,0,2,40.56
0,0,0,1,0,0
1,20.62,1,0,2,32.48
0,0,0,0,3,52.62
0,0,0,0,2,50.92
0,0,0,1,1,15.64
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,1,1,24.29
0,0,0,1,1,33.9
0,0,1,1,0,0
0,0,0,0,1,14.61
0,0,1,0,1,16.67
0,0,1,1,1,26.68
0,0,1,1,0,0
0,0,0,1,1,28.16
1,12.84,0,1,4,84.56
0,0,0,0,2,48.38
1,41.41,1,1,1,18.37
1,18.8,0,1,3,57.06
0,0,1,1,1,8.37
0,0,1,0,1,17.41
0,0,1,0,0,0
0,0,1,1,1,25.5
0,0,0,0,1,26.15
0,0,0,0,3,83.7
0,0,0,1,2,46.24
0,0,0,0,1,19.71
1,0.17,1,1,4,36.16
0,0,0,0,1,16.84
0,0,0,1,1,9.36
0,0,0,1,2,58.48
0,0,0,1,1,21.53
0,0,1,1,1,11.56
0,0,0,1,1,30.33
1,20.5,0,0,3,68.85
1,15.37,0,1,2,44.5
0,0,0,0,1,19.2
0,0,0,1,1,14.41
0,0,0,0,1,18.05
0,0,1,0,1,10.91
0,0,1,1,1,17.67
1,31.15,0,1,3,92.82
0,0,0,1,0,0
0,0,0,1,2,25.74
1,21.12,0,0,2,47.52
0,0,0,0,3,71.13
0,0,1,0,1,17.53
0,0,1,1,2,7.36
0,0,1,1,0,0
1,10.57,1,1,2,17.5
0,0,0,1,1,17.3
0,0,1,1,1,11.69
0,0,1,0,1,24.35
0,0,0,0,2,33.32
0,0,1,1,1,21.83
0,0,1,1,0,0
0,0,0,0,3,81.24
1,10.7,0,1,3,36.15
0,0,0,1,2,31.64
1,25.19,1,1,0,0
0,0,0,0,2,82.64
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,2,13.52
0,0,1,1,0,0
1,7.11,0,1,2,28.78
0,0,1,1,1,25.76
0,0,0,1,1,29.07
1,11.93,0,1,4,60.76
0,0,0,1,1,25.9
0,0,1,1,1,26.23
0,0,1,0,1,18.85
0,0,1,1,1,17.67
0,0,0,0,2,24.14
0,0,0,0,2,45.3
0,0,1,1,2,39.1
0,0,0,0,2,32.32
0,0,0,0,2,32.14
0,0,0,1,2,41.86
0,0,1,1,2,24.86
0,0,0,1,1,15.42
0,0,0,0,1,26.59
0,0,1,0,1,18.24
1,30.76,1,0,2,53.4
0,0,0,1,3,54.03
0,0,1,1,0,0
0,0,1,0,1,21.01
1,15.82,0,0,3,28.23
0,0,0,1,2,52.7
0,0,0,0,2,39.62
0,0,0,1,0,0
1,23.85,0,1,2,56.7
0,0,0,0,2,57.1
1,19.66,0,0,2,39.78
0,0,0,0,3,49.86
0,0,1,1,2,25.74
0,0,1,0,0,0
1,27.37,0,1,1,25.32
0,0,0,0,2,37.46
1,21.31,0,1,1,23.27
0,0,1,1,0,0
0,0,1,1,0,0
1,20.84,1,0,2,38.62
0,0,0,1,2,33.24
1,27.38,1,0,1,19.76
0,0,1,0,1,18.6
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,0,2,54.24
1,26.66,0,1,2,44.56
0,0,0,1,2,43.7
0,0,0,1,1,19.16
1,16.3,1,1,1,14.87
0,0,0,0,2,45.18
0,0,0,0,3,93.21
1,25.24,0,1,2,47.72
0,0,1,1,1,25.4
0,0,1,1,0,0
1,29.8,0,0,2,36.24
0,0,1,1,2,46.64
0,0,0,1,1,30.37
0,0,0,1,1,22.91
1,28.41,1,0,1,20.43
1,17.84,1,1,2,19.1
1,23.85,0,0,2,48.24
0,0,0,0,2,41.2
0,0,1,1,1,6.46
0,0,0,0,0,0
1,18.27,1,1,1,14.57
0,0,1,1,0,0
0,0,0,1,2,36.2
1,24.38,1,1,1,21.23
0,0,1,1,1,21.71
0,0,1,0,2,24.62
0,0,1,0,0,0
0,0,0,1,1,31.51
0,0,1,1,0,0
0,0,0,0,3,77.04
0,0,0,0,2,34.78
0,0,0,1,1,19.31
0,0,0,1,1,19.23
1,36.04,1,0,1,23.28
0,0,0,1,1,25.21
0,0,0,1,2,60.92
0,0,0,0,2,23
1,27.9,0,1,1,27.46
1,22.14,0,0,4,77.76
0,0,0,1,0,0
0,0,0,1,2,36.24
0,0,0,1,2,25.16
0,0,1,1,0,0
0,0,0,1,1,22.03
0,0,1,0,1,19.54
0,0,1,0,1,9.03
0,0,1,1,4,85.68
0,0,1,0,0,0
1,17.03,0,1,2,32.3
0,0,1,0,0,0
0,0,0,1,0,0
1,0,0,1,2,6.48
0,0,0,1,2,45.02
0,0,0,1,2,31.82
0,0,0,0,2,38.14
0,0,0,0,2,56.8
0,0,0,1,2,25.88
0,0,1,0,0,0
0,0,0,1,2,47.78
0,0,0,1,2,58.62
0,0,0,1,1,12.91
1,12.82,0,0,1,24.44
0,0,1,1,1,8.32
0,0,0,1,1,18.73
0,0,1,0,0,0
0,0,1,0,0,0
1,17.54,0,0,2,34.78
0,0,0,0,2,46.24
0,0,0,1,2,38.44
0,0,1,0,0,0
0,0,0,1,1,19.08
1,15.26,0,1,3,57.84
1,24.9,1,0,1,17.33
1,35.13,0,1,4,111.08
0,0,0,1,1,24.38
1,17.22,0,0,2,45.88
0,0,0,0,2,28.72
0,0,0,1,1,20.74
0,0,1,1,1,18.36
0,0,1,0,0,0
0,0,1,0,1,18.88
0,0,0,1,2,47.7
0,0,0,0,3,39.57
0,0,1,0,0,0
0,0,0,1,1,24.36
1,31.23,1,1,2,50.62
0,0,0,1,3,69.45
0,0,1,1,1,26.27
0,0,0,0,2,33.76
1,20.74,1,1,0,0
0,0,1,1,0,0
1,30,1,0,0,0
1,10.92,1,1,2,16
0,0,1,0,0,0
1,36.39,0,1,3,99.12
1,26.22,0,0,3,85.38
1,22.63,0,0,3,73.53
0,0,1,1,1,23.54
0,0,0,1,2,57.1
0,0,0,1,2,52.68
0,0,1,1,0,0
1,15.58,0,0,3,37.77
0,0,0,1,2,29.04
0,0,0,1,1,28.82
0,0,0,1,2,36.54
1,29.13,1,0,1,21.76
1,26.58,0,0,1,24.2
0,0,0,0,1,24.61
0,0,0,1,2,35.68
1,15.81,1,0,1,13.53
0,0,1,0,0,0
0,0,1,0,1,26.22
0,0,0,1,1,14.41
0,0,1,1,1,24.71
0,0,0,0,2,48.74
1,35.77,1,1,1,22.43
0,0,0,0,3,57.99
1,19.23,0,0,2,35.3
1,19.16,1,1,2,22.72
0,0,1,0,2,52.16
0,0,0,0,2,48.96
0,0,0,1,1,23.81
0,0,0,1,2,36.06
0,0,0,1,2,41.68
0,0,1,0,0,0
0,0,0,1,1,31.6
0,0,1,1,1,18.45
0,0,0,0,2,23.7
0,0,0,1,1,24.18
0,0,0,0,1,29.74
1,22.13,0,1,2,51.52
1,14.96,1,0,3,60.99
0,0,1,1,1,13.56
0,0,0,1,2,42.04
0,0,0,1,3,78.33
0,0,0,1,1,20.68
0,0,1,1,1,22.29
1,30.67,1,0,1,27.7
0,0,1,0,0,0
0,0,0,0,1,23.12
1,32.48,0,0,1,23.45
0,0,0,1,1,30.63
1,18.58,0,0,3,77.58
0,0,0,0,1,15.61
0,0,0,1,1,24.4
0,0,1,0,1,15.82
1,24.05,1,0,1,15.15
0,0,0,1,1,28.16
1,23.33,0,1,4,110.92
1,23.98,1,1,1,18.86
1,17.59,0,0,4,73.92
1,0,1,0,1,7.92
0,0,0,1,1,9.7
0,0,0,0,3,66.3
1,16.95,0,0,2,53.48
1,19.61,0,0,2,38.68
0,0,1,1,1,19.33
0,0,1,0,0,0
1,26.03,1,0,1,22.34
0,0,0,0,2,50.88
0,0,0,1,1,12.29
1,5.58,1,1,3,16.05
0,0,1,0,1,16.65
0,0,0,0,0,0
0,0,0,1,1,18.46
0,0,0,0,1,13.46
0,0,0,0,2,50.64
1,12.18,0,0,3,49.2
1,31.75,1,1,0,0
1,22.81,0,0,2,45.54
0,0,1,1,0,0
0,0,0,1,1,12.81
1,16.29,0,1,4,90.44
1,35.96,1,0,0,0
0,0,0,0,0,0
0,0,0,0,1,20.55
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,0,2,48.22
1,30.19,0,0,4,107.08
0,0,0,1,1,33.16
1,28.74,1,0,1,25.38
0,0,0,0,1,24.63
0,0,0,0,2,63.48
0,0,1,1,2,39.76
1,6.79,1,0,2,20.18
0,0,1,0,0,0
0,0,0,1,2,25.1
0,0,1,1,0,0
0,0,0,1,2,37.44
1,22.96,1,1,0,0
0,0,0,0,3,92.58
0,0,0,1,2,35.78
0,0,1,0,1,30.76
1,20.24,1,0,0,0
1,16.64,1,0,1,17.26
1,18.56,0,1,2,30.04
0,0,0,1,2,38.58
0,0,0,0,1,22.12
0,0,0,1,2,42.38
1,25.95,0,0,4,75.92
1,26.55,0,0,3,71.37
0,0,1,0,0,0
0,0,1,0,1,17.89
0,0,1,0,1,26.76
0,0,0,1,2,37.14
0,0,0,1,1,26.44
0,0,1,0,1,14.41
0,0,1,1,2,31.82
1,29.76,0,0,1,25.06
0,0,1,0,2,40.06
0,0,1,0,3,49.95
0,0,0,1,3,47.73
0,0,0,1,2,47.2
0,0,0,0,3,69
0,0,0,0,1,28
0,0,0,0,1,20.24
1,32.33,1,0,1,22.42
0,0,0,0,2,30.42
1,30.03,0,1,1,21.62
0,0,1,1,0,0
1,24.78,0,0,2,56.9
0,0,0,1,2,39.52
0,0,0,0,3,66.06
0,0,1,0,1,21.6
0,0,1,0,0,0
1,15.44,0,0,3,52.32
0,0,1,0,1,14.19
0,0,0,1,4,68.48
0,0,0,1,2,52.02
0,0,0,0,1,23.68
1,38.21,1,1,0,0
1,17.47,0,0,1,24.95
0,0,1,1,2,44.38
1,33.63,1,1,1,22.55
1,30.55,1,1,1,22.17
0,0,0,0,2,48.08
1,22.18,1,0,0,0
0,0,0,0,1,11.87
1,29.52,1,1,1,15.04
0,0,0,1,2,42.48
0,0,0,0,1,27.01
1,17.75,0,0,3,47.64
0,0,1,1,1,14.32
0,0,1,0,2,29.76
0,0,1,1,1,17.74
0,0,1,0,0,0
1,23.66,0,0,2,51.28
0,0,1,0,0,0
0,0,0,1,2,30.8
1,35.57,0,0,2,53.08
0,0,0,1,1,15.8
0,0,0,0,2,37.08
0,0,0,1,1,19.13
0,0,0,1,3,88.08
0,0,0,1,2,57.36
0,0,1,1,1,27.72
0,0,1,1,1,21.98
0,0,0,0,2,29.7
0,0,0,1,2,59.26
0,0,0,0,1,15.7
0,0,1,0,0,0
0,0,1,0,1,21.83
0,0,1,0,0,0
0,0,0,0,2,41.62
1,35.27,0,1,2,50.96
1,22.03,1,0,0,0
0,0,0,1,1,18.28
0,0,0,1,3,53.52
0,0,0,1,1,10.85
0,0,1,0,1,21.53
1,14.13,0,0,2,29.22
1,12.76,0,1,2,37.6
1,10.96,0,0,2,38.7
1,28.34,0,1,3,72
1,9.29,1,0,0,0
0,0,1,1,1,16.75
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,0,1,34.69
1,27.25,1,0,1,15.98
0,0,0,1,2,29.58
0,0,1,0,0,0
0,0,0,0,1,29.33
0,0,0,1,2,32.78
0,0,1,1,0,0
1,36.35,1,0,1,27.03
1,28.81,0,0,2,54.86
0,0,0,1,2,37.46
0,0,0,0,1,21.81
0,0,1,1,2,39.18
0,0,0,1,2,36.06
0,0,0,1,1,29.52
1,45.17,1,0,1,32.75
0,0,0,1,3,53.37
0,0,0,0,1,16.38
0,0,0,0,1,14.45
0,0,1,1,0,0
0,0,0,0,2,39.9
1,34.98,0,0,1,28.7
1,16.25,0,1,4,86.96
0,0,1,1,1,25.65
0,0,1,1,0,0
0,0,0,0,2,35.92
0,0,1,1,0,0
0,0,0,0,2,44.02
0,0,0,0,2,28.98
0,0,0,1,1,12.61
1,25.7,1,1,1,22.32
0,0,0,0,1,16.61
0,0,0,0,1,29.44
1,25.16,0,1,2,41.5
0,0,1,0,0,0
0,0,0,1,2,30.3
1,21.91,1,0,1,22.1
1,28.46,0,1,3,70.8
0,0,0,1,2,35.12
0,0,0,1,3,89.04
0,0,0,1,3,48.96
0,0,0,0,5,85.25
0,0,0,0,2,33.76
0,0,1,0,1,14.63
0,0,0,1,1,21.09
1,23.14,0,0,3,66.96
0,0,0,1,2,48.52
0,0,0,1,4,72.36
0,0,0,1,2,35.16
0,0,1,1,0,0
0,0,0,1,1,23.78
0,0,0,0,2,65.3
0,0,0,1,3,69.75
0,0,0,0,2,33.96
1,20.04,0,1,2,42.6
0,0,1,0,2,55.34
0,0,1,0,0,0
0,0,0,0,2,66.92
0,0,0,1,1,6.31
1,19.38,0,0,2,24.48
0,0,1,0,1,12.69
0,0,0,1,3,36.33
0,0,0,0,2,14.96
0,0,0,1,2,39.46
1,27.6,0,1,3,66.81
0,0,1,1,1,3.84
1,38.64,0,1,1,31.06
0,0,0,1,0,0
1,19.44,0,1,2,28.54
0,0,0,0,1,27.7
1,21.17,0,0,2,35
0,0,0,0,1,17.75
0,0,1,1,1,8.17
1,28.66,1,0,0,0
0,0,1,0,0,0
0,0,0,0,1,17.94
0,0,0,0,1,13.59
1,12.67,0,0,3,48.39
0,0,0,0,1,20.68
0,0,0,1,2,44.62
1,36.84,1,0,1,23.19
1,11.69,0,0,2,37.4
0,0,1,0,4,35.64
0,0,1,1,1,24.07
0,0,1,1,0,0
0,0,1,0,3,51.84
0,0,0,1,1,10.7
0,0,1,1,0,0
0,0,0,1,3,44.94
0,0,1,1,0,0
0,0,0,0,2,54.04
0,0,1,0,0,0
0,0,0,1,1,31.2
0,0,0,0,3,74.82
0,0,1,0,2,26.5
0,0,0,0,1,18.71
1,35.64,0,1,1,32.79
0,0,0,0,2,43.18
1,6.25,0,1,2,22.64
1,19.25,0,1,1,22.17
1,24.44,1,0,1,16.36
1,26.38,0,1,2,44.78
0,0,0,1,2,35.24
1,25.67,1,0,1,17.84
0,0,0,1,3,53.16
1,40.4,1,0,3,71.88
1,35.65,1,0,1,18.71
1,16.81,0,1,2,35.72
0,0,0,1,2,31.64
1,28.21,1,1,1,18.95
1,18.91,0,0,2,50.7
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,1,13.55
0,0,1,0,0,0
0,0,0,1,3,71.13
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,2,41.98
1,25.43,1,1,2,42.08
0,0,1,1,4,104.44
0,0,1,1,0,0
0,0,0,1,0,0
1,9.59,1,1,1,12.66
0,0,0,0,3,77.01
1,17.88,1,1,1,15.59
0,0,0,0,2,35.32
0,0,0,0,2,46.46
0,0,0,0,3,77.73
0,0,0,1,1,29.71
0,0,0,0,2,59.72
0,0,1,0,0,0
1,17.59,1,1,1,17.04
0,0,0,0,1,20.51
0,0,0,1,1,18.31
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,0,1,13.88
0,0,0,1,2,29.42
0,0,0,0,1,11.67
1,5.92,0,0,2,21.18
0,0,0,1,2,43.12
0,0,0,0,1,20.73
1,29.16,0,0,1,25.74
0,0,0,0,1,26.35
1,26.56,0,1,2,48.72
0,0,1,0,1,22.8
0,0,1,1,1,14.18
1,37.29,1,0,1,27.8
0,0,0,1,2,56.96
1,34.66,1,0,1,23.76
1,27.16,0,0,2,50.56
0,0,1,0,0,0
0,0,0,0,2,58.68
1,25.24,1,1,1,18.89
0,0,1,1,1,11.95
0,0,1,0,1,24.58
0,0,0,1,1,25.27
0,0,1,1,1,14.61
1,22.61,1,0,2,27
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,1,1,18.21
0,0,1,0,1,14.92
1,20.09,0,1,2,38.94
0,0,0,1,2,33.56
0,0,0,1,2,44.96
0,0,0,1,2,41.26
0,0,0,1,2,28.98
0,0,0,0,0,0
1,24.45,0,1,2,45.34
0,0,0,0,2,58.16
0,0,1,0,1,20.7
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,0,1,15.35
0,0,0,1,1,20.6
0,0,1,1,1,26.54
0,0,0,1,1,11.76
0,0,0,1,1,8.96
0,0,1,1,0,0
0,0,0,1,4,51.64
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,2,54.36
0,0,0,1,0,0
1,29.26,0,0,4,92.76
0,0,0,1,1,30.16
0,0,1,0,1,13.97
0,0,0,0,3,77.55
0,0,1,0,0,0
0,0,0,0,2,48.74
0,0,0,0,2,30.88
0,0,0,1,2,44.84
1,14.76,1,1,3,44.4
0,0,0,1,1,19.47
0,0,0,1,2,38.52
0,0,1,0,0,0
0,0,0,0,1,5.64
0,0,0,1,1,17.85
0,0,0,1,2,33.6
0,0,0,1,2,52.16
1,24.24,1,1,0,0
0,0,1,0,1,14.7
0,0,0,0,1,7.64
0,0,1,1,0,0
1,18.71,0,0,2,54.04
0,0,0,0,1,4.58
0,0,0,1,1,34.67
0,0,0,0,2,56.84
0,0,0,0,2,30.26
0,0,1,0,0,0
0,0,1,1,0,0
1,26.97,0,1,4,95.28
1,19.42,0,0,2,32.26
1,31.06,0,1,2,60.52
0,0,0,0,2,32.58
0,0,0,1,1,16.72
1,28.8,1,0,0,0
0,0,0,1,5,137.95
0,0,0,0,1,20.15
1,19.03,0,1,2,29
0,0,0,1,1,27.05
0,0,0,1,2,43.9
0,0,0,1,2,68.28
0,0,0,1,1,18.5
0,0,0,1,2,47.1
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,3,36.21
1,20.85,0,1,4,99.48
0,0,0,1,1,29.5
0,0,0,1,1,13.03
0,0,1,0,0,0
0,0,0,1,2,48
0,0,0,1,1,22.69
1,23.36,1,1,4,63.52
0,0,1,1,1,21.27
0,0,1,1,0,0
0,0,0,1,1,15.38
0,0,0,0,4,69.28
1,24.4,0,0,1,28.17
0,0,0,0,1,9.35
0,0,1,1,1,12.36
0,0,0,1,1,21.76
1,26.51,0,1,1,25.1
0,0,0,1,0,0
0,0,1,1,0,0
0,0,1,0,2,25.18
0,0,0,1,2,61.2
1,10.92,0,1,2,22.4
1,22.09,1,1,3,64.11
0,0,0,0,1,26.44
1,16.73,0,1,2,28.7
0,0,1,1,0,0
0,0,1,0,0,0
1,19.08,0,0,3,46.38
0,0,1,0,0,0
1,19.24,0,1,3,56.4
0,0,0,1,2,27.12
1,20.53,1,0,1,15.46
0,0,0,1,3,57.3
0,0,1,0,0,0
0,0,0,1,2,38.48
1,30.95,0,0,3,85.32
1,33.07,1,1,1,24.41
0,0,1,0,1,19.71
1,23.66,0,1,3,63.63
1,20.7,1,1,5,97.1
0,0,0,0,2,53.1
0,0,0,1,2,30.62
1,19.65,0,0,1,26.14
0,0,0,0,2,56.8
0,0,0,1,0,0
0,0,0,1,1,30.86
1,32.93,1,0,3,76.65
0,0,1,1,0,0
0,0,0,1,2,36.66
1,34.6,1,1,1,24.95
0,0,0,1,0,0
0,0,0,0,1,17.29
0,0,0,0,1,13.03
0,0,1,1,0,0
0,0,1,0,1,15.61
0,0,0,0,1,16.79
0,0,1,1,2,41.42
0,0,0,0,1,17.57
1,24.49,1,0,1,19.56
1,28.58,0,1,4,100.12
1,25.38,1,1,1,20.8
0,0,1,1,0,0
0,0,0,0,2,39.08
0,0,0,1,3,35.4
0,0,0,1,2,54
0,0,0,0,3,90.57
0,0,0,0,2,57.74
0,0,1,0,0,0
0,0,0,0,1,12.51
0,0,1,1,0,0
0,0,0,1,1,21.79
1,4.54,1,0,1,5.01
0,0,1,1,0,0
0,0,0,0,2,39.66
0,0,1,0,0,0
0,0,1,0,1,25.1
0,0,0,0,1,26.35
0,0,0,0,1,15.02
0,0,1,1,2,11.74
1,31.14,0,1,3,62.52
0,0,1,1,0,0
0,0,0,1,2,51.1
0,0,0,0,2,46.5
0,0,0,0,2,59.68
0,0,0,1,2,37.34
1,26.41,0,0,1,22.09
1,28.54,0,0,3,76.35
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,0,1,29.75
0,0,0,1,3,50.34
1,6.65,0,1,2,29.32
0,0,0,1,1,28.89
0,0,1,0,1,4.27
0,0,1,0,1,25.32
0,0,0,1,1,23.82
0,0,0,1,1,16
0,0,0,0,3,72.78
0,0,1,0,1,23.98
1,25.25,0,0,2,38.32
0,0,1,1,1,24.64
0,0,1,0,1,21.99
0,0,0,0,1,22.73
0,0,1,1,1,24.52
0,0,1,0,2,46.38
0,0,1,0,1,22.54
0,0,0,0,2,48.56
0,0,1,0,2,61.5
0,0,0,1,0,0
1,16.74,1,0,1,12.68
0,0,1,0,1,13.6
0,0,1,0,0,0
0,0,0,1,1,24.02
0,0,0,0,1,18.6
0,0,0,1,2,49.22
0,0,1,0,2,40.44
0,0,0,1,1,16.5
1,25.14,0,0,1,31.83
0,0,1,1,0,0
1,32.49,1,0,1,23.08
1,4.77,0,0,1,9.95
0,0,1,1,1,23.95
0,0,0,1,2,33.44
1,30.91,0,1,3,72.6
0,0,0,1,2,46.6
0,0,0,0,1,37.71
0,0,0,0,3,47.43
0,0,0,1,1,16.41
0,0,0,1,2,25.74
0,0,0,0,2,37.92
0,0,1,1,1,15.88
0,0,0,1,5,128.8
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,2,54.92
0,0,1,0,0,0
0,0,0,1,2,34.64
0,0,0,0,2,36.1
0,0,0,1,2,43.22
0,0,1,1,0,0
1,20.28,0,0,2,45.8
0,0,1,1,1,17.23
1,28.36,1,0,1,20.31
0,0,1,1,0,0
0,0,0,0,1,22.01
0,0,0,1,3,47.46
0,0,0,0,2,30.58
0,0,1,1,1,16.31
0,0,0,0,3,42.54
0,0,1,0,0,0
0,0,1,0,1,18.15
0,0,0,0,2,36.66
0,0,0,1,0,0
0,0,1,0,2,38.18
1,31.17,1,1,1,28.65
0,0,1,0,3,80.28
0,0,0,0,1,32.14
0,0,0,0,1,19.39
0,0,1,0,1,19.95
0,0,1,0,0,0
0,0,0,1,1,23.82
1,35.52,0,0,2,58.62
0,0,0,1,0,0
0,0,0,0,1,20.7
0,0,0,0,2,39.76
0,0,1,1,0,0
0,0,1,1,0,0
1,17.23,0,0,2,57.52
0,0,0,1,1,18.12
0,0,0,1,3,57.99
0,0,0,0,2,29.76
1,12.02,0,0,2,35.42
0,0,1,0,0,0
